id;cat;pages;Incipit principal ou premier;incipit français;article et notes sur les sources;auteur de la musique IDENTIFIANT Nathalie : remplacer directement par l'id de Directus OK;auteur de la musique LABEL;lieux concernés Nathalie : vérifier la correspondance avec le thésaurus;TITRES propres. Anne: OK orthographe normalisée;´MOTS-CLEFS. Anne: OK;genre poétique;genre mus. Anne: OK;auteur texte IDENTIFIANT Nathalie : normalisation avec Directus OK;auteur texte LABEL ;Notes éditoriales. (à ne pas exporter dans la TEI). Revues  ANNE  : OK NATH: EST-CE QUE TOUTES LES NOTES FIGURENT ICI OU CERTAINES DIRECTEMENT DANS LA TEI ?;Articles liés ajouter les commentaires qui manquent (là où figurent des id);notes sur la musique (tonalité, chiffre de mesure, nbre de mesures, forme). Anne: OK;Tonalité. Anne: OK;forme musicale. Anne: OK;Formes poétiques (fixes) ou description formelle;code incipit musical. Anne: OK;Interprète [de la pièce musicale] Nath : vérifier concordance avec Opentheso;effectif musical;Notes effectifs musicaux;personnes mentionnées (Nath : vérifier concordance et indexation avec Personnes;Numéros de catalogue d'auteur ou Concordances poétiques. Anne: OK;Numéros de catalogue d'auteur ou concordances musicales. Anne: OK;autres sources Vérification par Anne et Nathalie;Institutions mentionnées ;Corporations mentionnées ;Œuvres citées
1679-03_042;1679.03.02;42-43;AH QUE L'HIVER EST ENNUYEUX;Ah que l'hiver est ennuyeux;air gravé inséré entre les pages 42 et 43 « Il faut vous faire part des souhaits qui ont esté faits pour le retour du Printemps où nous commençons d'entrer. Les Paroles sont de Mr Noël, Homme d'un fort grand merite, & que je vous ay déjà dit que la Ville de Chartres avoit choisy pour son Avocat. Elles ont esté mises en Air par Mr le Redde. AIR NOUVEAU. Ah, que l'Hyver est ennuyeux ! Durera-t-il longtemps encore ? Hastez-vous, ô divine Flore, De venir regner en ces lieux. Ramenez avec nous la Beauté que j'adore, Ramenez nos Ris & nos Jeux. Ah, que l'Hyver est ennuyeux ! Les Fleurs dans leurs boutons se cachent à nos yeux, Mais à vostre retour nous verrons tout éclore. »;a9e0a1e5-e2e4-421d-9d64-c9cd2bc77732;LE REDDE, Mr;CHARTRES;AIR NOUVEAU;printemps;poésie de saison;air;ce6ecc75-d874-46b1-813a-cb6b0ef2e79d;NOËL, Milles;;;la mineur, 3, 30 mesures, forme abaca;la mineur;rondeau;;524 16 711 7;;ut1,fa4;;;;;;;;
1707-05_134;1707.05.01;134-135;LE VIN NE SERT ICI QU'À REDOUBLER TA GLOIRE;Le vin ne sert ici qu'à redoubler ta gloire;air gravé inséré entre les pages 134 et 135 « Je crois qu'une chanson conviendra bieu [sic] à la suite d'un Ballet. L'Air de celle que je vous envoye est de Mr du Careau. AIR NOUVEAU. Le Vin ne sert icy qu'a redoubler ta gloire, Tu peux m'en laisser prendre, Iris, sans t'allarmer. J'ay mille raisons pour t'aimer, Et n'en puis prendre (1) qu'une à boire. » (1) « perdre » dans la source musicale.;00cfae11-79f1-44da-93ef-d06e2565b506;Du Careau, M. (fl. 1707);;AIR NOUVEAU;;;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Sol Majeur, 3, 27 mesures, forme binaire.;"Sol Majeur ;";binaire;;5 12767 1712 3;;ut1,fa4;;;Bousset, VIe Recueil d'airs nouveaux sérieux et à boire (Paris, 1707, p. 33).;;;;;
1707-10_419;1707.12.01;160-162;DE TOUS LES BOIS QUI CROISSENT SOUS LES CIEUX;De tous les bois qui croissent sous les cieux;air gravé inséré entre les pages 160 et 161 « Les Chansons convenant bien avec la joye, celle qui suit sera bien placée aprés les Réjoüissances que vous venez de lire. Elle est de la composition de Mr du Carreau. AIR NOUVEAU. De tous les bois qui croissent sous les Cieux, Le plus insigne Et le plus precieux, A mon gré, c'est la Vigne. Chaque Saison reçoit de ses faveurs, Le Printemps a ses fleurs, L'Esté son beau feüillage, Et son fruit de l'Automne est le charmant partage : Mais en Hyver contre tous les frimats, Son doux jus ranime ma flame, Et dans les plus lointains climats, Pour vivre heureux, on le reclame. »;00cfae11-79f1-44da-93ef-d06e2565b506;Du Careau, M. (fl. 1707);;AIR NOUVEAU;hiver;poésie de saison;air à boire;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 3, 36 mesures, forme binaire.;"ré mineur ;";binaire;;112 321 512 7;;ut1/bc;;;;;;;;
1718-09_166a;1718.09.01;166;PRÈS D'IRIS VEUX-TU TOUJOURS;Près d'Iris veux-tu toujours;"air gravé inséré entre les pages 166 et 167. « CHANSON. Menuet du Bal d'Auteüil, composé par Mademoiselle Antier. CHANSON. Menuet du Bal d?Auteüil, composé par Mademoiselle Antier. Prés d'Iris veux-tu toûjours A ton secours N'appeller que les Amours ? Amy, ne soupire plus, Et cours au jus de Baccus. Je bois, j'aime, fais de même ; Qu'il est doux dans un festin D'unir la tendresse & le vin ! Je bois j'aime, fais de même : On entend sonner souvent L'heure du Berger en bûvant. »";0c0ff531-fa5f-49eb-ba87-2a6bf2bfcd8c;Antier, Marie (1687-1747);AUTEUIL;CHANSON;"bal; ";;"menuet vocal ; air à boire";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 3, 24 mesures, forme binaire.;"ré mineur ;";binaire;;17 123 454 564;;sol1/bc;;;;;;;;
1678-04_389;1678.04.06;1678-04 389-390;LA TENDRESSE D'UNE MAÎTRESSE;La tendresse d'une maîtresse;air gravé inséré entre les pages 388 et 389 « Ne cherchez plus d´ordre dans ma Lettre. Elle est déja longue, & le dernier jour du Mois m´oblige à finir. Je ne veux pourtant pas oublier à vous faire part d´un Air qui est fort approuvé des Connoisseurs. Il est de Mr Berthet. Je vous laisse juger des Paroles. AIR NOUVEAU. La tendresse D'une Maistresse, Fais le Printemps Des Amans. Si la divine Amarante Quelque jour ne m'amoit pas, La Saison là plus charmante Seroit pour moy sans appas. La tendresse D'une Maistresse, Fait le Printemps Des Amans. Au moment que cette Belle Me fit le don de sa foy, La Saison la plus cruelle Fut pleine d'attraits pour moy. La tendresse, &c. »;102552fc-6bcc-4337-9150-cf3b81470543;Berthet, M. (fl. 1678);;AIR NOUVEAU;printemps;poésie de saison;"air ;";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Sol Majeur, 3, 56 mesures, forme rondeau;"Sol Majeur ;";rondeau;;5 543 42 34321 765;;ut1/bc;;;;;;;;
1678-05_131;1678.05.10;131-132;QUE L'AMOUR FLATTE DOUCEMENT;Que l'amour flatte doucement;air gravé inséré entre les pages 130 et 131 « Si l´envie de chanter vous prend, vous pouvez la satis-faire. Voicy un Air tout nouveau, & dont j´ay fait graver les Notes pour vous. Ainsi vous serez assurément la premiere qui l´aurez chanté. Il est de Mr Berthet qui l´a fait sur ces Paroles. AIR NOUVEAU. Que l'Amour flate doucement ! Qu'il est agreable & charmant, Lorsqu'il veut engager un coeur sous son empire. Mais helas, le cruel, quand il nous a soûmis, Et qu'on ne peut plus s'en dédire ! Qu'il tient mal ce qu'il a promis. »;102552fc-6bcc-4337-9150-cf3b81470543;Berthet, M. (fl. 1678);;AIR NOUVEAU;;;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Sol Majeur, 3/2 puis C en alternance, 25 mesures, forme binaire;"Sol Majeur ;";binaire;;54 321712 7;;ut1/bc;;;;;;;;
1718-07_191;1718.07.01;191-192;CHER AMUSEMENT DE MA VIE;Cher amusement de ma vie À peine la naissante Aurore Prêtez-vous à l'inquiétude Confidente de mon martire Un jour si votre heureuse adresse;"air gravé inséré entre les pages 190 et 191. « CHANSON. Cher amusement de ma vie, Plaisir de ce riant séjour, Vous, dont l'agreable harmonie, Réveilloit l'Echo d'alentour. Changés, changés de ton, ma Muzette, J'ai vû les beaux yeux de Nanette. A peine la naissante Aurore Venoit arroser nos vallons, Que j'allois rendre hommage à Flore Par le vif éclat de vos sons. Changés, changés de ton, ma Muzette, J'ai vû les beaux yeux de Nanette. Prêtés-vous à l'inquietude Qu'éprouve un trop timide Amant ; D'une cruelle incertitude Plaignez avec moi le tourment. Changés, changés de ton, ma Muzette, J'ai vû les beaux yeux de Nanette. Confidente de mon martire, C'est à vous de le révéler : Vous avez pouvoir de tout dire, Quand le respect n'ose parler. Changés, changés de ton, ma Muzette, J'ai vû les beaux yeux de Nanette. Un jour, si vôtre hûreuse adresse La rend sensible à mon ardeur ; Reprenés vos chants d'allegresse, Pour mieux célébrer mon bonheur. Changés, changés de ton, ma Musette ; Mais, gardés-vous d'être indiscrette. »";15d42deb-6a9a-4c2c-ba04-34080e7a34e6;D. L. C., M. (fl. 1718);;"CHANSON ; Musette";"musette ;";;"air ; musette ;";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Sol Majeur, 3/8, 24 mesures, forme continue avec refrain. L'indication « Muzette » figure au départ de la partition.;"Sol Majeur ;";continue;;1 321 43 321 171;;ut1,ut1/bc;;;RASB-1718-08 p. 146-147.;RASB-1718-08 p. 146-147. Musique également attribuée à « Monsieur D. L. C. ».;;;;
1679-02_154;1679.02.07;154-155;Amants quand finiront vos peines;Amants quand finiront vos peines;air imprimé inséré entre les pages 154 et 155 « Ils [ces vers] ont esté mis en Air par Mr Labbé, Maistre de Musique de S. Jacques de Dieppe. RECIT DE BASSE. Amans, quand finiront vos peines ? Que vous m'importunez par vos tristes accens ! Vos charmantes Philis sont toujours inhumaines, Et vous n'estes jamais contens. Renoncez à l'Amour en faveur de la Treille, Son jus est plein d'appas, ses plaisirs sont parfaits. Un buveur ne se plaint jamais, Quand il est pres de sa bouteille. »;184da222-2136-4aee-8837-246cf6a70c6a;Labbé, M. (fl. 1678-1688);DIEPPE, Église Saint-Jacques;RECIT DE BASSE;;;"récit de basse ; air à boire";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;la mineur, 3 puis C puis 3 puis 3/3, 29 mesures, forme binaire;la mineur;binaire;;5512 321776554 7;;fa4;;;;;;;;
1679-08_184;1679.08.05;184-185;SI TIRCIS EST UN INCONSTANT;Si Tircis est un inconstant;air gravé inséré entre les pages 184 et 185 « Vous avez trop estimé la maniere naturelle dont Mr Labbé, Maistre de Musique de Caën, compose, pour ne vous pas faire part d´une Chanson nouvelle de sa façon qu´on m´a envoyée. AIR NOUVEAU. Si Tirsis est un inconstant, Iris, pourquoy l'avoir rendu content ? Qui veut de son Amant ménager la tendresse, Doit toújours le faire espérer. On quitte bientost sa Maistresse, Quand on n'a rien à desirer. »;184da222-2136-4aee-8837-246cf6a70c6a;Labbé, M. (fl. 1678-1688);CAEN;AIR NOUVEAU;;;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, 3 puis ¢ en alternance, 28 mesures, forme binaire;"sol mineur ;";binaire;;5 2345 65432 1;;ut1,ut1,fa4;;;;;;;;
1686-11_070b;1686.11.02;71-72;MA DOULEUR EST EXTRÊME;Ma douleur est extrême;air gravé inséré entre les pages 72 et 73 « Voicy un Air de Mr l'Abbé, de qui vous connoissez le Génie par ceux que je vous ay envoyez de sa composition avant qu'il fust étably à Roüen, où on l'a fait venir de Caën comme un homme rare & qui passe pour un des plus habiles Musiciens du Royaume, non seulement pour l'Art de composer, mais aussi pour la belle métode du Chant, qu'il enseigne à tout ce qu'il y a de Personnes de qualité dans la Ville. AIR NOUVEAU Ma douleur est extrème, Je ne puis le céler, En perdant ce que j'aime Comment me consoler ? Mon mal est sans remède, il faut perdre la vie, Mourons, mais du regret d'avoir perdu Silvie. »;184da222-2136-4aee-8837-246cf6a70c6a;Labbé, M. (fl. 1678-1688);"CAEN ; ROUEN";AIR NOUVEAU;"art du chant ; annonce publicitaire ; enseignement de la musique";élégie;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;la mineur, 2, 34 mesures, forme binaire;la mineur;binaire;;55 1 7167 76 4;;sol2/bc;;;;;;;;
1687-01_194;1687.01.01;194-195;C'EST EN VAIN QUE L'HIVER CONTRAIRE À NOS DÉSIRS;C'est en vain que l'hiver contraire à nos désirs;air gravé inséré entre les pages 194 et 195 « Je vous envoye encore un Air de Mr l'Abbé. Vous le trouverez du moins aussi beau que celuy du mois passé, de la composition de cet illustre Autheur. AIR NOUVEAU C'est en vain que l'Hyver contraire à nos désirs Vient troubler la douceur des innocens plaisirs, Que Flore nous offroit dans la Saison nouvelle, Tout répond à mes voeux, Iris est sous ma loy, Et l'Amour me répond qu'elle sera fidelle, Hiver, frimats, glaçons, tout est Printemps pour moy. »;184da222-2136-4aee-8837-246cf6a70c6a;Labbé, M. (fl. 1678-1688);;AIR NOUVEAU;hiver;poésie de saison;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;Cet article permet d'attribuer à Labbé l'air 1686-02_132.;X;Ut Majeur, 3, 25 mesures, forme binaire;"Ut Majeur ;";binaire;;511 3425 4325 3;;ut1;;;;;;;;
1688-03_343;1688.03.02;343-344;LASSÉ DES RIGUEURS DE CLIMÈNE;Lassé des rigueurs de Climène;"air gravé inséré entre les pages 344 et 345 « Ce second Air dont vous allez lire les paroles est de M. l'Abbé, Maistre à Chanter à Roüen, dont vous connoissez le genie par plusieurs Airs que je vous ay deja envoyez de luy. AIR NOUVEAU. Lassé des rigueurs de Climene, J'avois voulu gouster les douceurs de Bachus ; Mais je m'apperçois que son jus Ne me cause pas moins de peine. Quand j'en bois trop dans un repas Il me renverse la cervelle, Je vois tout trouble, je chancelle, La terre tremble sous mes pas, Ah, qu'en vuidant les pots, les verres, & les plats Bacchus me vange mal d'une Beauté cruelle ! »";184da222-2136-4aee-8837-246cf6a70c6a;Labbé, M. (fl. 1678-1688);ROUEN;AIR NOUVEAU;;;air à boire;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, C puis 3 et 2 en alternance, 49 mesures, forme binaire.;"ré mineur ;";binaire;;17 716 645 5523 4;;fa4;;;;;;;;
1686-12_132;1686.12.04;132;PETITS MOUTONS QUI DANS LA PLAINE;Petits moutons qui dans la plaine;air gravé inséré entre les pages 132 et 133 « Je vous envoye un Air nouveau, dont les Vers ne plaisent pas moins que la Musique. C'est une peinture naturelle d'un Amant qui n'est occupé que de son amour. AIR NOUVEAU Petits Moutons, qui dans la Plaine Paissez sans crainte des Loups, Ne vous reposez point sur celuy qui vous mène, Il resve à son Inhumaine, Et ne songe point à vous. »;184da222-2136-4aee-8837-246cf6a70c6a [attr.];Labbé, M. (fl. 1678-1688) [attr.];;AIR NOUVEAU;;idylle;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;En janvier 1687 (cf. MG-1687-01_194), le Mercure publie un air de Labbé « aussi beau que celuy du mois passé, de la composition de cet illustre Autheur ». Or en décembre 1686, il publie 2 airs : un de Bacilly et celui-ci, que l'on peut donc attribuer à Labbé.;X;Fa Majeur, 3, 20 mesures, forme binaire;Fa Majeur;binaire;;321 52 234 31;;ut1;;;;;;;;
1687-06_084;1687.06.01;84-85;HEUREUX OISEAUX QUI SANS ALARMES;Heureux oiseaux qui sans alarmes;air gravé inséré entre les pages 86 et 87 « Je vous envoye un nouveau Printemps. Il est de Mr. Ennelin de Saint Quentin. AIR NOUVEAU. Heureux Oyseaux qui sans alarmes Goûtez d'un tendre amour les plaisirs & les charmes, Que vostre sort est doux ! Jamais une Cruelle Ne vous fait sentir son couroux, Et jamais une infidelle Ne vous rend jaloux. »;1c6556be-1a88-4209-8ac6-1c76a0ed28f7;Ennelin, M. (fl. 1687);SAINT-QUENTIN;AIR NOUVEAU;printemps;poésie de saison;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, 2, 16 mesures, forme binaire;"sol mineur ;";binaire;;5 12 71 232;;ut1;;;;;;;;
1701-09_402;1701.09.02;402-403;PIAROT MON CHER VOISIN;Piarot mon cher voisin;air gravé inséré entre les pages 402 et 403 « Les paroles qui suivent ont esté mises en Air par le même Musicien qui a travaillé sur celles de la premiere Chanson que vous avez trouvée au commencement de cette Lettre. AIR NOUVEAU. Piarrot, mon cher voisin, Voicy l'Automne qui s'avance, Pargué mocquons-nous du destin, J'aurons du vin en abondance. Beuvons soir & matin, Où bouterions-nous la Vendange J'ons plus de grappes de raisin, Que de grains de bled dans la Grange. »;1ed9554b-3c21-45b4-b52e-8afd3a34cd19;Du Mesnil-Marchand, M. (fl. 1701);;AIR NOUVEAU;automne;poésie de saison ;air à boire;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;Allusion à l'air « Sortez tristes soupirs », de M. Du Mesnil-Marchand (cf. 1701-09_165).;;ré mineur, ¢ puis 12/8, 29 mesures, forme binaire.;"ré mineur ;";binaire;;55 177 123 567;;sol2,fa4;;;;;A comparer avec : Ballard, Meslanges (1728, p. 223).;;;
1701-08_280;1701.08.02;280-281;AMIS DE LA BOUTEILLE;Amis de la bouteille;air gravé inséré entre les pages 280 et 281 « Les Vers que je vous envoye notez seront bien-tost de saison, puis qu'on nous promet une ample vandange. AIR NOUVEAU. Amis de la Bouteille, Buvons tour à tour, A l'heureux retour Du Dieu de la Treille. La vandange a comblé nos voeux, Noyons dans le Vin la memoire Des temps malheureux Que nous avons passez sans boire. »;1fca10b1-5fc7-4a10-81d0-65f61a1a035b [attr.];Bousset, Jean-Baptiste Drouard de (1662-1725) [attr.];;AIR NOUVEAU;"automne ; hiver ; printemps";poésie de saison ;air à boire;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;L'air, avec des variantes mélodiques et rythmiques mineures, figure dans la livraison de décembre 1699 du Recueil d'airs sérieux et à boire (Paris, Ballard, p. 234-235) sous le nom de « MONSIEUR DE BOUSSET ».;;la mineur, 3, 37 mesures, forme binaire.;la mineur;binaire;;115 12 315 453;;ut1,fa4/bc;La basse et la basse continue sont notées sur une même portée.;;;;;;;
1706-02_372;1706.02.02;372-373;DEPUIS QUE LE PRINTEMPS RAMÈNE AUX CHAMPS LISETTE;Depuis que le printems ramène aux champs Lisette;"air gravé inséré entre les pages 372 et 373 « La Chanson que je vous Envoye est de saison, puisque nous verrons bientost paroistre le Printemps. Elle est de la composition de Mr Diereville. AIR NOUVEAU. Depuis que le Printemps rameine aux champs Lizette, Pour faire paître ses Agneaux, Ses yeux me paroissent si beaux Qu'ils causent dans mon coeur une flame secrette : Elle fait tout mon entretien ; A mes pauvres Moutons je deviens Infidele, Il quitte mon troupeau pour prendre garde au sien, Et je ne sçay d'où vient ce zele. Ah ! qu'à la fin je pourois bien M'oublier moy même pour elle. »";24b2b90f-757d-42e1-a931-5dcbe820c996;Diéreville, Marin Dières, sieur de (1653-1738);;AIR NOUVEAU;printemps;"idylle ; poésie de saison";air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, C et 3/2 en alternance, 22 mesures, forme binaire avec petite reprise des quatre dernières mesures.;"ré mineur ;";binaire;;5 112 323 171;;sol2/bc;;;;;A comparer avec - Ch.-G. Alexandre, Livre d'airs sérieux, tendres et à boire... (1715, p. 14). [Vm7. 597;;;
1717-11_168;1717.11.01;168;CHERS ENFANTS DE BACCHUS LE GRAND GRÉGOIRE EST MORT;Chers enfants de Bacchus le grand Grégoire est mort;"air gravé inséré entre les pages 168 et 169. « CHANSON. Chers Enfans de Bachus, le grand Gregoire est mort ; Une pinte de Vin imprudemment sablée A fini son illustre sort, Et sa Cave est son Mosolée : O vous, qui descendez dans ce charmant Tombeau, Ne croyez pas que son ombre y repose ? Elle est encore errante au tour de son Tonneau, C'est de larmes de Vin qu'elle veut qu'on arrose. Quoique cette Chanson ne soit nouvelle, je l'ai cependant préferé à plusieurs autres qui m'ont été envoyées : Je me flate que ceux qui ne la connoissent pas, seront charmés de la trouver ici. »";26911e37-e95c-4571-88fc-6bfba49577ac [attr.];26911e37-e95c-4571-88fc-6bfba49577ac [attr.];;CHANSON;;;air à boire;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 2, 33 mesures, forme binaire.;"ré mineur ;";binaire;;11 542 31 6455 1;;fa3;;;"RASB 1706-10 p. 200-201 (musique de Courbois) ;";"RASB 1706-10 p. 200-201 (musique de Courbois, légères variantes mélodiques et rythmiques) ;";;;;
1694-11_313;1694.11.01;313-315;TRISTE ET CHER SOUVENIR D'UNE SI PURE FLAMME;Triste et cher souvenir d'une si pure flamme;air gravé inséré entre les pages 314 et 315 « Les paroles de l'Air nouveau que je vous envoye noté, ont esté faites d'aprés nature. Elles marquent la vive douleur d'un mary que rien ne peut consoler de la perte de sa femme. C'est Mr Arnoux, Ordinaire de la Musique de Roy. Je ne doute point que l'Air qu'il a composé sur cette mort, n'ait dans vôtre Province le mes[me] applaudissement qu'il a eu dans une Cour aussi délicate que la nostre. AIR NOUVEAU. Triste & cher souvenir d'une si pure flame Non, je ne prétens point vous bannir de mon coeur, (1) Ie n'écoute que vous dans mon cruel tourment, Sans cesse vous m'offrez Celimene vivante, Et quand parmy les morts je me la represente, Vous me flatez au moins de l'agreable attente De la revoir bien-tost où son Ombre m'attend. » (1) « ame » dans la source musicale.;28d78e95-4671-45e5-8ef9-bb95322cfdb6;Arnoux, Joseph (?-1730);;AIR NOUVEAU;"décès;";élégie ;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 3, 39 mesures, forme binaire.;"ré mineur ;";binaire;;545 667 5 55567 1;;ut4/bc;;;;;;;;
1714-08_221;1714.08.01;221-225;Il n'est point ici bas de plaisir dans chagrin;Il n'est point ici bas de plaisir dans chagrin Ah goûtons ici bas un plaisir sans chagrin;air gravé inséré entre les pages 222 et 223, le second couplet entre les pages 224 et 225. « Le débit du Mercure qui augmente de mois en mois, m'encourage à augmenter aussi la dépense necessaire pour le rendre meilleur. Le Public & le Mercure ont esté là dessus long temps sur le Qui vive. Donnez-nous un bon Mercure, disoit le Public, & nous l'acheterons. Achetez le bien, disoit l'Autheur, & on le rendra bon. Le Mercure est une espece de Livre dont la bonté ne dépend presque que de la dépense qu'on fait en Correspondances, en Commis, & Recherches : en un mot, il faut beaucoup dépenser, pour meriter la vente. Une Chanson, qui ne paroist qu'une Chanson, & qui n'est rien davantage, ne laisse pas d'aller à cent écus par an, à n'en donner qu'une tous les mois. Jugez du reste. On mettra toûjours les paroles de chaque Air d'abord sans Musique, & dans la feüille suivante, les paroles avec la Note, afin qui si la feüille volante de la Musique embarasse ceux qui ne se soucient point du chant, ils puissent la décoller & que les paroles restent. La Musique de celle cy est de Mr Dubreüil. AIR A BOIRE. Il n'est point icy bas de plaisir sans chagrin : C'est un Arrest du Destin. Quand mon oeil se delecte à voir ce jus divin, Mon gosier s'impatiente, Ma soif redouble & me tourmente, Et lors qu'en avallant mon gosier se contente, Mon oeil voit à regret disparoître le vin. Il n'est point icy bas de plaisir sans chagrin. C'est un Arrest du Destin. Ah ! goûtons icy bas un plaisir sans chagrin : Bravons l'Arrest du Destin. Voicy deux rouges bords que Baccus me presente, En buvant l'un, je voy l'autre tout plein, Mon gosier se delecte, & mon oeil se contente. Ah ! je goûte icy bas un plaisir sans chagrin, Malgré l'Arrest du Destin. »;2ce6d283-7062-46dc-895e-831fa8a5d4c3;du Breuil, M. (fl. 1714);;AIR À BOIRE;"annonce éditoriale ; ";;air à boire ;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, 3 et 3/2 en alternance, 33 mesures, rondeau. Le deuxième couplet comporte de nombreuses variantes mélodiques et rythmiques.;"sol mineur ;";rondeau;rondeau;15 176 543 231 5;;fa4;;;"RASB 1700-08 (musique de Bousset. Quelques variantes textuelles) ;";;;;;
